OBJECTID,track,ypx_br,br_power_raw,surf_power_raw,ypx_surf,lat,lon,surf_elevation,region,lrz,fog,segment_id
6098,32605,1668,0.000217526,0.182698,1374,-81.5652,224.6768,2411.62085,AS,yes,no,178.0
6099,32605,1665,0.000291356,0.181231,1374,-81.5581,224.6595,2410.424316,AS,yes,no,178.0
6100,32605,1667,7.93e-05,0.182181,1374,-81.5511,224.6422,2410.571533,AS,yes,no,178.0
6101,32605,1669,0.000106123,0.20331,1374,-81.5428,224.622,2408.753662,AS,yes,no,178.0
6102,32605,1670,0.000340416,0.172057,1374,-81.5358,224.6047,2407.715576,AS,yes,no,178.0
6103,32605,1671,0.000146245,0.170382,1375,-81.5287,224.5874,2406.888672,AS,yes,no,178.0
6104,32605,1672,0.000283009,0.152732,1375,-81.5217,224.5701,2405.061279,AS,yes,no,178.0
6105,32605,1669,0.000678877,0.149157,1375,-81.5134,224.5499,2404.990723,AS,yes,no,178.0
6106,32605,1667,0.000224869,0.167313,1375,-81.5064,224.5326,2404.094727,AS,yes,no,178.0
6107,32605,1668,0.000274321,0.158266,1376,-81.4993,224.5153,2403.185791,AS,yes,no,178.0
6108,32605,1670,0.000224906,0.178968,1376,-81.4922,224.4986,2402.2771,AS,yes,no,178.0
6109,32605,1671,0.000347636,0.15981,1376,-81.484,224.4806,2401.227539,AS,yes,no,178.0
6110,32605,1670,0.000298218,0.166559,1376,-81.4769,224.4652,2400.318848,AS,yes,no,178.0
6111,32605,1672,0.00030151,0.189083,1376,-81.4698,224.4498,2399.593506,AS,yes,no,178.0
6112,32605,1670,7.86e-05,0.183718,1376,-81.4627,224.4344,2398.501221,AS,yes,no,178.0
6113,32605,1670,0.000218551,0.119534,1376,-81.4544,224.4164,2398.438721,AS,yes,no,178.0
6114,32605,1667,0.000344727,0.212904,1377,-81.4473,224.4011,2397.530029,AS,yes,no,178.0
6115,32605,1669,0.000569754,0.239288,1377,-81.4402,224.3857,2396.621338,AS,yes,no,178.0
6116,32605,1670,0.000344902,0.144645,1377,-81.4319,224.3677,2395.558838,AS,yes,no,178.0
6117,32605,1672,0.000416496,0.155178,1377,-81.4248,224.3523,2395.650146,AS,yes,no,178.0
6118,32605,1671,0.000299411,0.17244,1377,-81.4177,224.3369,2394.738281,AS,yes,no,178.0
6119,32605,1673,0.000165017,0.186644,1378,-81.4106,224.3215,2393.0,AS,yes,no,178.0
6120,32605,1671,0.000242861,0.160909,1378,-81.4023,224.3036,2392.77002,AS,yes,no,178.0
6121,32605,1673,0.000239608,0.20067,1378,-81.3952,224.2882,2391.861328,AS,yes,no,178.0
6122,32605,1672,0.000234387,0.184512,1378,-81.3881,224.2728,2391.952637,AS,yes,no,178.0
6123,32605,1669,0.000444648,0.144609,1378,-81.381,224.2574,2391.035889,AS,yes,no,178.0
6124,32605,1667,0.000415169,0.167884,1378,-81.3727,224.2394,2389.962891,AS,yes,no,178.0
6125,32605,1669,0.000554073,0.162315,1379,-81.3656,224.224,2388.566162,AS,yes,no,178.0
6126,32605,1670,0.000341019,0.140764,1379,-81.3585,224.2086,2388.163818,AS,yes,no,178.0
6127,32605,1669,0.000203834,0.124535,1379,-81.3502,224.1907,2387.745117,AS,yes,no,178.0
6128,32605,1668,0.000201543,0.147866,1379,-81.3431,224.1753,2386.192627,AS,yes,no,178.0
6129,32605,1669,0.000320466,0.128386,1379,-81.336,224.1599,2385.942383,AS,yes,no,178.0
6130,32605,1671,0.000390784,0.15986,1379,-81.3289,224.1445,2385.375244,AS,yes,no,178.0
6131,32605,1673,0.000612916,0.186539,1380,-81.3206,224.1265,2384.312744,AS,yes,no,178.0
6132,32605,1673,0.00057726,0.174081,1380,-81.3135,224.1111,2382.807861,AS,yes,no,178.0
6133,32605,1674,0.00108478,0.171997,1380,-81.3064,224.0957,2381.990479,AS,yes,no,178.0
6134,36539,1662,0.000300836,0.0177779,1280,-85.3371,227.9963,2941.241211,AS,no,yes,179.0
6135,36539,1664,0.000821774,0.0119317,1275,-85.343,227.9362,2941.675537,AS,no,yes,179.0
6136,36539,1663,0.000669564,0.0145422,1276,-85.3488,227.8762,2943.64502,AS,no,yes,179.0
6137,36539,1662,0.000286601,0.0217382,1275,-85.3547,227.8161,2941.440674,AS,no,yes,179.0
6138,36539,1664,0.00027892,0.0241815,1274,-85.3615,227.7461,2945.610596,AS,no,yes,179.0
6139,36539,1664,0.000645709,0.0245576,1274,-85.3673,227.686,2945.116943,AS,no,yes,179.0
6140,36539,1665,0.000258392,0.0274006,1273,-85.3732,227.6259,2948.049316,AS,no,yes,179.0
6141,36539,1665,0.000612813,0.0189275,1272,-85.379,227.5659,2949.107178,AS,no,yes,179.0
6142,36539,1666,0.000515904,0.00836266,1272,-85.3859,227.4958,2950.627197,AS,no,yes,179.0
6143,36539,1663,0.00089782,0.0270282,1271,-85.3917,227.4358,2954.29541,AS,no,yes,179.0
6144,36539,1664,0.000302635,0.0149569,1270,-85.3976,227.3757,2957.012695,AS,no,yes,179.0
6145,36539,1663,0.00168921,0.0189209,1270,-85.4034,227.3156,2965.099365,AS,no,yes,179.0
6146,36539,1664,0.000210495,0.0231744,1270,-85.4103,227.2456,2971.330322,AS,no,yes,179.0
6147,36539,1666,0.000390435,0.0131178,1269,-85.4161,227.1855,2972.152832,AS,no,yes,179.0
6148,36539,1665,0.00111051,0.0439594,1268,-85.422,227.1255,2976.473389,AS,no,yes,179.0
6149,36539,1667,0.000721941,0.0108373,1267,-85.4288,227.0554,2980.568115,AS,no,yes,179.0
6150,36539,1665,0.00068082,0.018262,1266,-85.4347,226.9953,2984.4375,AS,no,yes,179.0
6151,36539,1667,0.000770732,0.00828178,1265,-85.4405,226.9353,2986.594482,AS,no,yes,179.0
6152,36539,1668,0.00032966,0.0242962,1266,-85.4464,226.8752,2991.615234,AS,no,yes,179.0
6153,36539,1665,0.000352734,0.0109592,1264,-85.4532,226.8051,2992.623047,AS,no,yes,179.0
6154,36539,1666,0.000368312,0.0209603,1264,-85.459,226.7451,2994.318848,AS,no,yes,179.0
6155,36539,1667,0.000295299,0.0214335,1264,-85.4649,226.685,2998.181641,AS,no,yes,179.0
6156,36539,1664,0.000521973,0.0200237,1263,-85.4708,226.625,3004.426758,AS,no,yes,179.0
6157,36539,1666,0.000446425,0.0443755,1263,-85.4776,226.5549,3009.383789,AS,no,yes,179.0
6158,36539,1668,0.000394845,0.0685603,1263,-85.4834,226.4948,3012.419189,AS,no,yes,179.0
6159,36539,1669,0.000658099,0.0380629,1262,-85.4893,226.4348,3015.046875,AS,no,yes,179.0
6160,36539,1670,0.000522645,0.0272847,1262,-85.4951,226.3747,3018.850098,AS,no,yes,179.0
6161,36539,1671,0.000361978,0.0414282,1262,-85.502,226.3046,3020.635742,AS,no,yes,179.0
6162,36539,1672,0.000839242,0.0596404,1262,-85.5078,226.2446,3023.65625,AS,no,yes,179.0
6163,36539,1672,0.000316149,0.0380632,1262,-85.5137,226.1845,3025.036133,AS,no,yes,179.0
6164,36539,1674,0.000584418,0.0237987,1261,-85.5205,226.1145,3027.776855,AS,no,yes,179.0
6165,36539,1671,0.000510662,0.0232969,1260,-85.5264,226.0544,3028.287109,AS,no,yes,179.0
6166,36539,1668,0.000619507,0.0232065,1261,-85.5322,225.9943,3030.439941,AS,no,yes,179.0
6167,36539,1667,0.000620506,0.0196591,1261,-85.5381,225.9343,3034.464111,AS,no,yes,179.0
6168,36539,1669,0.000629807,0.0220136,1259,-85.5449,225.8642,3036.0,AS,no,yes,179.0
6169,36539,1671,0.000248659,0.0425603,1259,-85.5508,225.8042,3038.914551,AS,no,yes,179.0
6170,36539,1673,0.000236296,0.0258721,1262,-85.5566,225.7441,3040.885254,AS,no,yes,179.0
6171,36539,1671,0.00073098,0.0422297,1259,-85.5625,225.684,3041.888428,AS,no,yes,179.0
6172,36539,1672,0.000636363,0.0364783,1259,-85.5693,225.614,3045.062256,AS,no,yes,179.0
6173,36539,1673,0.000386759,0.0231446,1259,-85.5751,225.5539,3048.107422,AS,no,yes,179.0
6174,36539,1675,0.000910977,0.0223551,1258,-85.581,225.4938,3050.604004,AS,no,yes,179.0
6175,36539,1673,0.000736701,0.0271351,1257,-85.5868,225.4338,3054.399658,AS,no,yes,179.0
6176,36539,1674,0.000645964,0.0310145,1257,-85.5937,225.3637,3056.317627,AS,no,yes,179.0
6177,36539,1673,0.000845288,0.025064,1257,-85.5995,225.3037,3057.255127,AS,no,yes,179.0
6178,36539,1673,0.000547387,0.0938042,1257,-85.6054,225.2436,3057.437256,AS,no,yes,179.0
6179,36539,1671,0.000280088,0.0804232,1257,-85.6112,225.1835,3059.001709,AS,no,yes,179.0
6180,36539,1673,0.000355484,0.0398081,1257,-85.6181,225.1135,3060.838623,AS,no,yes,179.0
6181,36539,1675,0.00068053,0.0303665,1257,-85.6239,225.0534,3059.169678,AS,no,yes,179.0
6182,36539,1672,0.000483959,0.0144065,1259,-85.6298,224.9934,3059.364502,AS,no,yes,179.0
6183,36539,1674,0.00039437,0.0130251,1255,-85.6366,224.9233,3058.753418,AS,no,yes,179.0
6184,36539,1676,0.000340369,0.0104394,1257,-85.6425,224.8632,3058.991943,AS,no,yes,179.0
6185,36539,1673,0.000723042,0.075017,1256,-85.6483,224.8032,3058.578613,AS,no,yes,179.0
6186,36539,1675,0.000346744,0.113775,1256,-85.6542,224.7431,3057.009033,AS,no,yes,179.0
6187,36539,1677,0.000498441,0.0456712,1256,-85.661,224.673,3056.384033,AS,no,yes,179.0
6188,36539,1679,0.000356371,0.0235313,1259,-85.6668,224.613,3056.819824,AS,no,yes,179.0
6189,36539,1680,0.000523531,0.0310535,1257,-85.6727,224.5529,3055.260742,AS,no,yes,179.0
6190,36539,1677,0.00051926,0.0224368,1257,-85.6786,224.4929,3054.781494,AS,no,yes,179.0
6191,36539,1676,0.000445525,0.0810484,1257,-85.6854,224.4228,3055.009766,AS,no,yes,179.0
6192,36539,1674,0.00100491,0.0740955,1257,-85.6912,224.3627,3053.008057,AS,no,yes,179.0
6193,36539,1676,0.000303389,0.158722,1257,-85.6971,224.3027,3053.202148,AS,no,yes,179.0
6194,36539,1678,0.000610169,0.0474323,1257,-85.7029,224.2426,3051.782227,AS,no,yes,179.0
6195,36539,1676,0.000998807,0.0481546,1257,-85.7098,224.1725,3052.0,AS,no,yes,179.0
6196,36539,1673,0.00028174,0.124377,1257,-85.7156,224.1125,3052.763916,AS,no,yes,179.0
6197,2401,1661,0.000409959,0.0772619,1380,-81.2643,227.137,2351.0,AS,yes,no,180.0
6198,2401,1662,0.000379899,0.0814092,1380,-81.2714,227.1209,2351.01001,AS,yes,no,180.0
6199,2401,1664,0.000513419,0.080313,1368,-81.7874,225.8922,2427.066162,AS,yes,no,180.0
6200,2401,1663,0.000125211,0.064628,1368,-81.7956,225.871,2428.334473,AS,yes,no,180.0
6201,2401,1669,0.000180062,0.0626419,1367,-81.8027,225.8529,2432.04126,AS,yes,no,180.0
6202,2401,1666,0.000213869,0.0782846,1366,-81.8179,225.8137,2436.875,AS,yes,no,180.0
6203,4511,1501,0.00104069,0.139951,1440,-79.4007,225.3992,2012.698608,AS,yes,no,181.0
6204,4511,1506,0.00189227,0.065112,1442,-79.4163,225.3756,2006.109619,AS,yes,no,181.0
6205,4511,1502,0.000832351,0.0778231,1443,-79.4308,225.3538,1998.662598,AS,yes,no,181.0
6206,4511,1507,0.00073771,0.0901068,1443,-79.4464,225.3302,1992.739014,AS,yes,no,181.0
6207,4511,1512,0.000665682,0.0381622,1445,-79.4608,225.3084,1981.765381,AS,yes,no,181.0
6208,4511,1509,0.00238547,0.120772,1447,-79.4764,225.2847,1976.81311,AS,yes,no,181.0
6209,4511,1511,0.00225061,0.254069,1447,-79.4909,225.2629,1970.82312,AS,yes,no,181.0
6210,4511,1512,0.000598149,0.123312,1446,-79.5065,225.2393,1971.225952,AS,yes,no,181.0
6211,4511,1515,0.00205531,0.0707372,1446,-79.5209,225.2175,1973.96875,AS,yes,no,181.0
6212,4511,1517,0.00283051,0.0378938,1446,-79.5365,225.1939,1973.047119,AS,yes,no,181.0
6213,4511,1519,0.00076201,0.0494349,1446,-79.5522,225.1703,1976.292603,AS,yes,no,181.0
6214,4511,1515,0.00125172,0.0584166,1446,-79.5666,225.1484,1975.327637,AS,yes,no,181.0
6215,4511,1517,0.001946,0.0415081,1446,-79.5822,225.1248,1975.030396,AS,yes,no,181.0
6216,4511,1516,0.00163414,0.0640062,1446,-79.5966,225.103,1976.645508,AS,yes,no,181.0
6217,4511,1516,0.000536065,0.0632281,1446,-79.6122,225.0774,1979.421143,AS,yes,no,181.0
6218,4511,1522,0.00111552,0.138983,1446,-79.6266,225.0534,1983.113159,AS,yes,no,181.0
6219,4511,1520,0.000817318,0.113242,1444,-79.6421,225.0274,1987.737671,AS,yes,no,181.0
6220,4511,1521,0.000886743,0.0608287,1443,-79.6565,225.0034,1991.625122,AS,yes,no,181.0
6221,4511,1516,0.000525788,0.135811,1442,-79.6721,224.9774,1998.633057,AS,yes,no,181.0
6222,4511,1519,0.000497221,0.0571159,1441,-79.6865,224.9535,2002.317139,AS,yes,no,181.0
6223,4511,1522,0.000342566,0.0993355,1441,-79.702,224.9275,2007.272827,AS,yes,no,181.0
6224,7899,1672,0.000557724,0.0611138,1294,-84.2924,227.5796,2841.03125,AS,no,yes,182.0
6225,7899,1672,0.000393717,0.0513066,1293,-84.2989,227.5408,2843.020508,AS,no,yes,182.0
6226,7899,1675,0.000577863,0.0152254,1293,-84.3054,227.502,2844.673584,AS,no,yes,182.0
6227,7899,1673,0.000664135,0.0149064,1298,-84.3129,227.4567,2848.335449,AS,no,yes,182.0
6228,7899,1673,0.000418472,0.0328872,1290,-84.3194,227.4179,2856.301025,AS,no,yes,182.0
6229,7899,1673,0.000714477,0.0187182,1290,-84.3259,227.3791,2862.29126,AS,no,yes,182.0
6230,7899,1673,0.000572546,0.012126,1289,-84.3323,227.3403,2865.944092,AS,no,yes,182.0
6231,7899,1677,0.000456464,0.010829,1289,-84.3399,227.295,2872.164307,AS,no,yes,182.0
6232,7899,1671,0.000497288,0.0357773,1288,-84.3464,227.2562,2874.900146,AS,no,yes,182.0
6233,7899,1674,0.000645821,0.0429627,1287,-84.3528,227.2174,2878.999268,AS,no,yes,182.0
6234,7899,1676,0.000268651,0.0228355,1287,-84.3604,227.1721,2885.84668,AS,no,yes,182.0
6235,7899,1677,0.000578826,0.0208186,1285,-84.3669,227.1333,2893.32959,AS,no,yes,182.0
6236,7899,1675,0.000269341,0.0136588,1284,-84.3733,227.0945,2896.521484,AS,no,yes,182.0
6237,7899,1678,0.000402591,0.0226642,1283,-84.3798,227.0557,2909.042969,AS,no,yes,182.0
6238,7899,1680,0.000363048,0.021457,1280,-84.3874,227.0104,2914.221191,AS,no,yes,182.0
6239,7899,1681,0.000545863,0.04587,1281,-84.3938,226.9716,2918.213623,AS,no,yes,182.0
6240,7899,1679,0.000354016,0.0687674,1280,-84.4003,226.9328,2921.240967,AS,no,yes,182.0
6241,7899,1682,0.000319893,0.0688752,1280,-84.4068,226.894,2921.337891,AS,no,yes,182.0
6242,7899,1683,0.000473101,0.0587816,1280,-84.4143,226.8487,2923.0,AS,no,yes,182.0
6243,7899,1678,0.000347775,0.0504704,1280,-84.4208,226.8099,2923.535156,AS,no,yes,182.0
6244,7899,1685,0.000438926,0.036691,1279,-84.4273,226.7711,2924.0,AS,no,yes,182.0
6245,7899,1685,0.000321241,0.0382023,1280,-84.4337,226.7323,2924.688721,AS,no,yes,182.0
6246,7899,1680,0.000290276,0.0163395,1279,-84.4413,226.687,2925.0,AS,no,yes,182.0
6247,7899,1684,0.000228596,0.0230953,1279,-84.4478,226.6482,2925.932373,AS,no,yes,182.0
6248,7899,1687,0.000302136,0.0494443,1280,-84.4542,226.6094,2925.46582,AS,no,yes,182.0
6249,7899,1688,0.000542905,0.0391585,1279,-84.4618,226.5641,2925.622314,AS,no,yes,182.0
6250,7899,1687,0.000529018,0.0346146,1279,-84.4683,226.5253,2924.790283,AS,no,yes,182.0
6251,7899,1689,0.000364052,0.0344947,1279,-84.4747,226.4865,2924.971191,AS,no,yes,182.0
6252,7899,1686,0.000312415,0.0453716,1279,-84.4812,226.4477,2925.312744,AS,no,yes,182.0
6253,7899,1690,0.00110802,0.0386991,1280,-84.4888,226.4024,2924.791016,AS,no,yes,182.0
6254,7899,1690,0.000272667,0.0420252,1280,-84.4952,226.3636,2924.489258,AS,no,yes,182.0
6255,7899,1691,0.000577902,0.0556078,1280,-84.5017,226.3248,2924.743164,AS,no,yes,182.0
6256,7899,1691,0.000558749,0.0355115,1279,-84.5082,226.286,2924.724121,AS,no,yes,182.0
6257,7899,1690,0.000566801,0.0278068,1279,-84.5157,226.2407,2924.446533,AS,no,yes,182.0
6258,7899,1690,0.000466185,0.0345409,1280,-84.5222,226.2019,2922.782471,AS,no,yes,182.0
6259,7899,1692,0.000560655,0.0348029,1280,-84.5287,226.1631,2923.417236,AS,no,yes,182.0
6260,7899,1693,0.000660549,0.0390431,1280,-84.5352,226.1242,2920.136475,AS,no,yes,182.0
6261,7899,1689,0.000360388,0.0388776,1280,-84.5427,226.079,2921.821045,AS,no,yes,182.0
6262,7899,1688,0.000244642,0.0574111,1280,-84.5492,226.0402,2920.597412,AS,no,yes,182.0
6263,7899,1690,0.000949852,0.0552852,1280,-84.5557,226.0013,2918.655518,AS,no,yes,182.0
6264,7899,1688,0.000187591,0.0760227,1280,-84.5632,225.9561,2920.020752,AS,no,yes,182.0
6265,7899,1693,0.000668318,0.0766398,1280,-84.5697,225.9173,2916.977051,AS,no,yes,182.0
6266,7899,1694,0.000535664,0.0515206,1279,-84.5762,225.8784,2913.585938,AS,no,yes,182.0
6267,7899,1692,0.000675231,0.0781488,1279,-84.5826,225.8396,2919.640869,AS,no,yes,182.0
6268,7899,1691,0.000350409,0.0910035,1280,-84.5902,225.7944,2916.124756,AS,no,yes,182.0
6269,7899,1693,0.000326453,0.100454,1280,-84.5967,225.7555,2917.766602,AS,no,yes,182.0
6270,7899,1692,0.000536271,0.122566,1280,-84.6031,225.7167,2919.537598,AS,no,yes,182.0
6271,7899,1694,0.00052541,0.0735361,1280,-84.6096,225.6779,2919.47168,AS,no,yes,182.0
6272,7899,1695,0.000333505,0.113786,1280,-84.6172,225.6326,2921.351563,AS,no,yes,182.0
6273,7899,1695,0.000866473,0.122311,1280,-84.6236,225.5938,2921.701416,AS,no,yes,182.0
6274,7899,1693,0.000883555,0.135801,1280,-84.6301,225.555,2919.403809,AS,no,yes,182.0
6275,7899,1690,0.000457037,0.0952021,1280,-84.6377,225.5098,2920.295898,AS,no,yes,182.0
6276,7899,1695,0.00080944,0.0662795,1280,-84.6441,225.4709,2919.822998,AS,no,yes,182.0
6277,7899,1695,0.000399093,0.0707742,1280,-84.6506,225.4321,2918.912842,AS,no,yes,182.0
6278,10009,1641,0.000143095,0.0644988,1393,-80.8003,226.8483,2266.394287,AS,yes,no,183.0
6279,10009,1640,0.000260058,0.0592242,1393,-80.8086,226.8313,2267.0,AS,yes,no,183.0
6280,10009,1640,0.000144656,0.0868659,1393,-80.8157,226.8168,2268.400391,AS,yes,no,183.0
6281,10009,1644,0.000227144,0.109963,1392,-80.8228,226.8022,2268.77832,AS,yes,no,183.0
6282,10009,1643,0.00022665,0.142265,1392,-80.8311,226.7852,2269.872559,AS,yes,no,183.0
6283,10009,1643,0.000166181,0.143439,1392,-80.8383,226.7706,2270.78833,AS,yes,no,183.0
6284,10009,1642,0.000204508,0.130768,1392,-80.8454,226.756,2272.488525,AS,yes,no,183.0
6285,10009,1641,0.000262688,0.0817181,1391,-80.8608,226.7244,2275.140625,AS,yes,no,183.0
6286,10009,1642,0.000229403,0.0576251,1391,-80.8751,226.6952,2277.0,AS,yes,no,183.0
6287,10009,1641,0.000216539,0.0671638,1391,-80.8822,226.6807,2277.201172,AS,yes,no,183.0
6288,10009,1642,0.000220565,0.0830841,1391,-80.8905,226.6637,2278.046875,AS,yes,no,183.0
6289,10009,1646,0.00014068,0.131187,1391,-80.8977,226.6491,2279.0,AS,yes,no,183.0
6290,10009,1646,0.0002702,0.155097,1391,-80.9048,226.6345,2280.008057,AS,yes,no,183.0
6291,10009,1645,0.000289574,0.0806968,1391,-80.9119,226.6199,2280.000244,AS,yes,no,183.0
6292,10009,1647,0.000385806,0.0574331,1390,-80.9202,226.6029,2282.062744,AS,yes,no,183.0
6293,10009,1648,0.000179278,0.0546816,1390,-80.9273,226.5883,2282.942871,AS,yes,no,183.0
6294,10009,1648,0.000399529,0.0494299,1390,-80.9345,226.5737,2284.786133,AS,yes,no,183.0
6295,10009,1649,0.000203278,0.0724654,1389,-80.9416,226.5592,2286.158691,AS,yes,no,183.0
6296,10009,1643,0.000221915,0.0643577,1389,-80.9499,226.5422,2288.691895,AS,yes,no,183.0
6297,10009,1644,0.000157103,0.0525887,1389,-80.957,226.5276,2290.236328,AS,yes,no,183.0
6298,10009,1656,0.000332364,0.0647836,1385,-81.039,226.3599,2312.268799,AS,yes,no,183.0
6299,10009,1655,0.000295663,0.0548921,1384,-81.0532,226.3307,2315.172607,AS,yes,no,183.0
6300,10009,1656,0.000417208,0.0774931,1384,-81.0616,226.3137,2318.322998,AS,yes,no,183.0
6301,10009,1656,0.000423484,0.0712906,1383,-81.0687,226.2992,2319.986328,AS,yes,no,183.0
6302,10009,1665,0.000292612,0.076362,1376,-81.2826,225.8151,2361.0,AS,yes,no,183.0
6303,10009,1664,0.000144913,0.0462377,1376,-81.2908,225.7961,2362.498535,AS,yes,no,183.0
6304,10009,1660,8.72e-05,0.0402711,1376,-81.2979,225.7798,2362.814453,AS,yes,no,183.0
6305,10009,1665,0.000181959,0.0604824,1375,-81.305,225.7635,2364.127197,AS,yes,no,183.0
6306,10009,1665,0.000267638,0.0847328,1375,-81.3121,225.7472,2364.224854,AS,yes,no,183.0
6307,10009,1667,0.000360163,0.0549048,1375,-81.3204,225.7282,2365.551514,AS,yes,no,183.0
6308,10009,1666,0.000279861,0.0506605,1375,-81.3274,225.7119,2366.183105,AS,yes,no,183.0
6309,25529,1678,0.000501494,0.0963372,1335,-82.6862,226.8265,2612.800781,AS,yes,no,184.0
6310,25529,1678,0.00041123,0.139884,1334,-82.7012,226.7752,2616.051514,AS,yes,no,184.0
6311,25529,1674,0.000411889,0.120762,1333,-82.7161,226.7239,2620.833984,AS,yes,no,184.0
6312,25529,1677,0.000821287,0.124012,1333,-82.7299,226.6765,2624.020508,AS,yes,no,184.0
6313,25529,1679,0.000568052,0.144225,1332,-82.7368,226.6528,2626.58252,AS,yes,no,184.0
6314,25529,1675,0.000377586,0.138587,1332,-82.7448,226.6252,2628.212891,AS,yes,no,184.0
6315,25529,1679,0.00036298,0.146259,1331,-82.7586,226.5778,2630.854736,AS,yes,no,184.0
6316,25529,1679,0.000446912,0.157999,1331,-82.7736,226.5265,2633.509521,AS,yes,no,184.0
6317,25529,1679,0.000453613,0.115003,1330,-82.7874,226.4792,2637.046875,AS,yes,no,184.0
6318,25529,1676,0.000355344,0.119362,1330,-82.7943,226.4555,2637.770508,AS,yes,no,184.0
6319,25529,1676,0.000279283,0.107188,1330,-82.8023,226.4279,2639.336426,AS,yes,no,184.0
6320,25529,1682,0.000305262,0.0658833,1329,-82.8161,226.3805,2641.732666,AS,yes,no,184.0
6321,25529,1682,0.000372605,0.0926437,1329,-82.823,226.3568,2642.615723,AS,yes,no,184.0
6322,25529,1682,0.000391026,0.224259,1329,-82.831,226.3292,2644.639893,AS,yes,no,184.0
6323,25529,1678,0.000353237,0.1193,1328,-82.8448,226.2818,2647.812256,AS,yes,no,184.0
6324,25529,1684,0.000356961,0.155393,1328,-82.8598,226.2305,2651.652344,AS,yes,no,184.0
6325,25529,1682,0.00072291,0.162129,1327,-82.8736,226.1832,2655.092529,AS,yes,no,184.0
6326,25529,1679,0.000212573,0.216593,1326,-82.9023,226.0845,2660.766113,AS,yes,no,184.0
6327,25529,1679,0.000269577,0.0637268,1325,-82.9103,226.0569,2664.427734,AS,yes,no,184.0
6328,25529,1685,0.000273221,0.102694,1325,-82.9172,226.0332,2666.266357,AS,yes,no,184.0
6329,25529,1685,0.000300917,0.108668,1324,-82.931,225.9859,2671.375244,AS,yes,no,184.0
6330,25529,1684,0.000334058,0.169964,1324,-82.9391,225.9582,2672.952637,AS,yes,no,184.0
6331,25529,1683,0.000753415,0.186569,1324,-82.946,225.9346,2674.359375,AS,yes,no,184.0
6332,25529,1686,0.00050065,0.216193,1323,-82.9598,225.8872,2677.125732,AS,yes,no,184.0
6333,25529,1686,0.000423101,0.210239,1323,-82.9678,225.8596,2678.299561,AS,yes,no,184.0
6334,25529,1686,0.000273551,0.172808,1323,-82.9747,225.8359,2680.065918,AS,yes,no,184.0
6335,25529,1682,0.000454563,0.090118,1322,-82.9885,225.7885,2683.598633,AS,yes,no,184.0
6336,25529,1682,0.00031726,0.107394,1322,-82.9965,225.7609,2685.646729,AS,yes,no,184.0
6337,25529,1682,0.000303314,0.110561,1321,-83.0034,225.7372,2687.706543,AS,yes,no,184.0
6338,25529,1681,0.000521774,0.12785,1321,-83.0172,225.6899,2690.4729,AS,yes,no,184.0
6339,25529,1686,0.000495696,0.134589,1321,-83.0253,225.6622,2691.697266,AS,yes,no,184.0
6340,25529,1680,0.000403515,0.138874,1320,-83.0322,225.6386,2692.392822,AS,yes,no,184.0
6341,25529,1688,0.000247818,0.109378,1320,-83.0471,225.5873,2695.300049,AS,yes,no,184.0
6342,25529,1684,0.000576006,0.138649,1320,-83.054,225.5636,2696.181152,AS,yes,no,184.0
6343,25529,1685,0.000636358,0.123688,1320,-83.0609,225.5399,2697.001465,AS,yes,no,184.0
6344,25529,1688,0.000281826,0.11361,1319,-83.0758,225.4886,2698.572998,AS,yes,no,184.0
6345,25529,1684,0.00037543,0.161184,1319,-83.0827,225.4649,2698.945801,AS,yes,no,184.0
6346,25529,1683,0.000400586,0.144137,1319,-83.1046,225.3899,2701.0,AS,yes,no,184.0
6347,25529,1683,0.000529843,0.167028,1319,-83.1115,225.3663,2702.0,AS,yes,no,184.0
6348,26307,1678,0.000142258,0.0500771,1341,-82.5346,227.4861,2568.402832,AS,yes,no,185.0
6349,26307,1676,0.000217028,0.0527934,1341,-82.5415,227.4654,2569.169189,AS,yes,no,185.0
6350,26307,1678,0.000204435,0.0411171,1340,-82.5497,227.4412,2571.268311,AS,yes,no,185.0
6351,26307,1679,0.000194222,0.0354477,1340,-82.5566,227.4205,2573.034668,AS,yes,no,185.0
6352,26307,1676,0.000171375,0.0433879,1340,-82.5636,227.3997,2574.82666,AS,yes,no,185.0
6353,26307,1677,0.00023582,0.0451683,1339,-82.5706,227.379,2576.309326,AS,yes,no,185.0
6354,26307,1678,0.000221037,0.0509821,1339,-82.5787,227.3548,2578.692139,AS,yes,no,185.0
6355,26307,1677,0.000393488,0.0447347,1339,-82.5857,227.3341,2580.484131,AS,yes,no,185.0
6356,26307,1673,0.000230459,0.042266,1338,-82.5926,227.3133,2583.250488,AS,yes,no,185.0
6357,26307,1671,0.000187296,0.0555492,1338,-82.6008,227.2891,2585.479248,AS,yes,no,185.0
6358,26307,1676,0.000536212,0.0412733,1337,-82.6077,227.2684,2588.115967,AS,yes,no,185.0
6359,26307,1672,0.000252559,0.0258947,1337,-82.6147,227.2477,2590.881836,AS,yes,no,185.0
6360,26307,1675,0.000207621,0.0494833,1337,-82.6217,227.2269,2592.699951,AS,yes,no,185.0
6361,26307,1673,0.000282446,0.0728476,1336,-82.6298,227.2028,2594.949219,AS,yes,no,185.0
6362,26307,1671,0.00021801,0.0532016,1336,-82.6368,227.182,2596.909424,AS,yes,no,185.0
