OBJECTID,track,ypx_br,br_power_raw,surf_power_raw,ypx_surf,lat,lon,surf_elevation,region,lrz,fog,segment_id
18406,37238,1547,0.00163102,0.119398,1519,-77.5687,247.3415,1577.0,AS,yes,no,346.0
18407,37238,1544,0.00109822,0.0910041,1519,-77.576,247.3333,1577.0,AS,yes,no,346.0
18408,37238,1542,0.00034078,0.0662072,1518,-77.5845,247.3237,1577.102295,AS,yes,no,346.0
18409,37238,1544,0.00065248,0.0592355,1518,-77.5918,247.3155,1578.029541,AS,yes,no,346.0
18410,37238,1544,0.00123398,0.0626335,1518,-77.599,247.3072,1578.958252,AS,yes,no,346.0
18411,37238,1546,0.000841996,0.0740628,1518,-77.6063,247.299,1579.81897,AS,yes,no,346.0
18412,37238,1545,0.00176134,0.0670238,1518,-77.6148,247.2894,1580.980591,AS,yes,no,346.0
18413,37238,1546,0.00119178,0.0610049,1518,-77.622,247.2811,1581.9021,AS,yes,no,346.0
18414,37238,1547,0.00247935,0.0654593,1517,-77.6293,247.2729,1582.0,AS,yes,no,346.0
18415,37238,1549,0.000766075,0.0460374,1517,-77.6366,247.2647,1583.078735,AS,yes,no,346.0
18416,37238,1549,0.00138763,0.0476922,1517,-77.6451,247.2551,1584.858887,AS,yes,no,346.0
18417,37238,1546,0.00142176,0.0570787,1516,-77.6523,247.2468,1586.247925,AS,yes,no,346.0
18418,37238,1547,0.0025658,0.0677328,1516,-77.6596,247.2386,1588.363403,AS,yes,no,346.0
18419,37238,1549,0.00140866,0.103671,1516,-77.6669,247.2304,1589.649292,AS,yes,no,346.0
18420,37238,1546,0.000729687,0.0957943,1516,-77.6754,247.2208,1590.737183,AS,yes,no,346.0
18421,37238,1548,0.00109184,0.0602911,1516,-77.6826,247.2125,1591.996338,AS,yes,no,346.0
18422,37238,1548,0.00362677,0.0297937,1516,-77.6899,247.2043,1592.59314,AS,yes,no,346.0
18423,37238,1547,0.00270169,0.0509261,1516,-77.6984,247.1947,1593.0,AS,yes,no,346.0
18424,37238,1547,0.000832511,0.0412429,1515,-77.7056,247.1864,1593.0,AS,yes,no,346.0
18425,37238,1545,0.001076,0.0456589,1515,-77.7129,247.1782,1593.0,AS,yes,no,346.0
18426,37238,1546,0.00183569,0.0572157,1515,-77.7202,247.17,1593.900635,AS,yes,no,346.0
18427,37238,1544,0.00127323,0.0584881,1515,-77.7287,247.1604,1596.217407,AS,yes,no,346.0
18428,37238,1546,0.00108782,0.0538614,1514,-77.7359,247.1521,1597.481079,AS,yes,no,346.0
18429,37238,1544,0.000844438,0.0494258,1514,-77.7432,247.1439,1598.830811,AS,yes,no,346.0
18430,37238,1544,0.00127486,0.0328388,1514,-77.7505,247.1357,1600.699585,AS,yes,no,346.0
18431,37238,1546,0.00219247,0.0285796,1513,-77.759,247.126,1603.848877,AS,yes,no,346.0
18432,37238,1547,0.00234149,0.0256352,1513,-77.7662,247.1178,1604.71875,AS,yes,no,346.0
18433,37238,1548,0.000793017,0.0305113,1513,-77.7735,247.1096,1606.700562,AS,yes,no,346.0
18434,37238,1545,0.0015904,0.0341784,1513,-77.7808,247.1012,1608.046387,AS,yes,no,346.0
18435,37238,1547,0.00164333,0.0554984,1513,-77.7892,247.0908,1608.908569,AS,yes,no,346.0
18436,37238,1549,0.00165514,0.0609589,1513,-77.7965,247.0818,1610.0,AS,yes,no,346.0
18437,37238,1550,0.00120767,0.00932363,1513,-77.8037,247.0729,1610.0,AS,yes,no,346.0
18438,37238,1551,0.00140874,0.0107142,1513,-77.811,247.064,1609.096436,AS,yes,no,346.0
18439,37238,1549,0.00172143,0.0644114,1513,-77.8195,247.0536,1610.086792,AS,yes,no,346.0
18440,37238,1551,0.00119839,0.0657833,1513,-77.8267,247.0447,1608.374634,AS,yes,no,346.0
18441,37238,1552,0.00256347,0.0188331,1513,-77.834,247.0357,1607.023315,AS,yes,no,346.0
18442,37238,1554,0.00104396,0.0806529,1513,-77.8424,247.0253,1607.269531,AS,yes,no,346.0
18443,37238,1552,0.000916599,0.155139,1513,-77.8497,247.0164,1609.047119,AS,yes,no,346.0
18444,37238,1551,0.0022609,0.107309,1513,-77.8569,247.0075,1609.96875,AS,yes,no,346.0
18445,37238,1550,0.00186334,0.0981138,1513,-77.8642,246.9986,1609.63208,AS,yes,no,346.0
18446,37238,1548,0.00249168,0.144854,1513,-77.8726,246.9882,1609.30957,AS,yes,no,346.0
18447,37238,1548,0.00100662,0.0694521,1513,-77.8799,246.9792,1608.864014,AS,yes,no,346.0
18448,37238,1549,0.00197336,0.0896231,1513,-77.8871,246.9703,1609.0,AS,yes,no,346.0
18449,37238,1551,0.00443693,0.130486,1513,-77.8944,246.9614,1610.567139,AS,yes,no,346.0
18450,37238,1550,0.00780441,0.142824,1513,-77.9029,246.951,1611.462036,AS,yes,no,346.0
18451,37238,1549,0.00394788,0.0529168,1512,-77.9101,246.9421,1610.354858,AS,yes,no,346.0
18452,37238,1551,0.0006089,0.0945588,1513,-77.9174,246.9332,1609.601563,AS,yes,no,346.0
18453,37238,1549,0.00139809,0.147321,1513,-77.9246,246.9242,1609.674072,AS,yes,no,346.0
18454,37238,1549,0.00290548,0.18013,1513,-77.9331,246.9138,1609.277954,AS,yes,no,346.0
18455,37238,1551,0.00104713,0.155073,1513,-77.9403,246.9049,1609.0,AS,yes,no,346.0
18456,37238,1553,0.000444969,0.127468,1513,-77.9476,246.896,1608.710693,AS,yes,no,346.0
18457,37238,1552,0.00198675,0.204017,1513,-77.9548,246.8871,1608.499634,AS,yes,no,346.0
18458,37238,1549,0.00120216,0.11594,1513,-77.9633,246.8767,1609.587646,AS,yes,no,346.0
18459,37238,1546,0.00091448,0.0697186,1513,-77.9706,246.8677,1609.580688,AS,yes,no,346.0
18460,37238,1548,0.000862216,0.07488,1513,-77.9778,246.8588,1610.443604,AS,yes,no,346.0
18461,37238,1550,0.000583121,0.0198942,1512,-77.9863,246.8484,1611.0,AS,yes,no,346.0
18462,37238,1552,0.000351485,0.0229816,1512,-77.9935,246.8395,1611.453125,AS,yes,no,346.0
18463,37238,1554,0.000929972,0.0506531,1512,-78.0008,246.8306,1612.049805,AS,yes,no,346.0
18464,37238,1555,0.000545555,0.0175856,1512,-78.008,246.8217,1612.319702,AS,yes,no,346.0
18465,37238,1553,0.000582384,0.013206,1513,-78.0165,246.8112,1613.786255,AS,yes,no,346.0
18466,37238,1552,0.000817968,0.0319295,1512,-78.0238,246.8023,1614.331421,AS,yes,no,346.0
18467,37238,1554,0.000446159,0.0318162,1511,-78.031,246.7934,1615.092896,AS,yes,no,346.0
18468,37238,1553,0.00157368,0.0934662,1512,-78.0383,246.7845,1615.916748,AS,yes,no,346.0
18469,37238,1550,0.0011372,0.0668281,1511,-78.0467,246.7741,1617.262573,AS,yes,no,346.0
18470,37238,1547,0.00435494,0.0334245,1511,-78.054,246.7652,1617.757568,AS,yes,no,346.0
18471,37238,1546,0.00602874,0.0723151,1511,-78.0612,246.7562,1617.63147,AS,yes,no,346.0
18472,37238,1545,0.00223976,0.0562725,1511,-78.0685,246.7473,1620.081177,AS,yes,no,346.0
18473,37238,1546,0.00252688,0.0455991,1510,-78.0769,246.7369,1622.238892,AS,yes,no,346.0
18474,37238,1547,0.00207472,0.00910157,1509,-78.0842,246.728,1624.062744,AS,yes,no,346.0
18475,37238,1545,0.0016337,0.0183875,1510,-78.0914,246.7191,1625.96814,AS,yes,no,346.0
18476,37238,1546,0.00216518,0.115492,1509,-78.0987,246.7101,1627.189453,AS,yes,no,346.0
18477,37238,1546,0.00330449,0.102069,1509,-78.1072,246.6997,1629.010498,AS,yes,no,346.0
18478,37238,1546,0.00361774,0.0726011,1509,-78.1144,246.6908,1630.911133,AS,yes,no,346.0
18479,37238,1547,0.00247465,0.121193,1509,-78.1217,246.6819,1631.862427,AS,yes,no,346.0
18480,37238,1545,0.00079736,0.121185,1508,-78.1289,246.673,1632.783936,AS,yes,no,346.0
18481,37238,1544,0.0013552,0.147097,1508,-78.1374,246.6626,1633.871948,AS,yes,no,346.0
18482,37238,1543,0.00255423,0.0698751,1508,-78.1446,246.6536,1634.793457,AS,yes,no,346.0
18483,37238,1543,0.00120727,0.048747,1508,-78.1519,246.6447,1636.394043,AS,yes,no,346.0
18484,37238,1544,0.00345131,0.0490518,1507,-78.1604,246.6343,1638.81543,AS,yes,no,346.0
18485,37238,1542,0.00223007,0.0498361,1507,-78.1676,246.6254,1640.838135,AS,yes,no,346.0
18486,37238,1540,0.00182528,0.0834532,1507,-78.1749,246.6165,1642.857056,AS,yes,no,346.0
18487,37238,1540,0.00149689,0.0824845,1506,-78.1821,246.6076,1644.593384,AS,yes,no,346.0
18488,37238,1541,0.000965051,0.084068,1506,-78.1906,246.5972,1645.508301,AS,yes,no,346.0
18489,37238,1543,0.0013185,0.117655,1506,-78.1978,246.5882,1646.061523,AS,yes,no,346.0
18490,37238,1544,0.00180115,0.144055,1506,-78.2051,246.5793,1646.574463,AS,yes,no,346.0
18491,37238,1542,0.00203505,0.105007,1506,-78.2123,246.5704,1648.458984,AS,yes,no,346.0
18492,37238,1539,0.00390243,0.0526305,1505,-78.2208,246.56,1649.317017,AS,yes,no,346.0
18493,37238,1541,0.0011669,0.0631105,1505,-78.2281,246.5511,1651.297974,AS,yes,no,346.0
18494,37238,1542,0.000818658,0.0436588,1505,-78.2353,246.5421,1653.282593,AS,yes,no,346.0
18495,37238,1540,0.00279543,0.036959,1504,-78.2426,246.5332,1654.33728,AS,yes,no,346.0
18496,37238,1541,0.000562505,0.0678971,1505,-78.251,246.5228,1654.889038,AS,yes,no,346.0
18497,37238,1543,0.000917427,0.0453877,1504,-78.2583,246.5139,1654.266602,AS,yes,no,346.0
18498,37238,1545,0.00115084,0.0304772,1505,-78.2655,246.505,1654.400391,AS,yes,no,346.0
18499,37238,1542,0.000516433,0.038634,1506,-78.2728,246.4961,1653.797241,AS,yes,no,346.0
18500,37238,1539,0.000982783,0.0497891,1506,-78.2812,246.4856,1652.444092,AS,yes,no,346.0
18501,37238,1541,0.000204707,0.0419586,1507,-78.2885,246.4767,1650.575317,AS,yes,no,346.0
18502,37238,1543,0.00208635,0.0253193,1506,-78.2958,246.4678,1648.706543,AS,yes,no,346.0
18503,37238,1545,0.000740909,0.035698,1507,-78.3042,246.4574,1646.556274,AS,yes,no,346.0
18504,37238,1547,0.00100777,0.0499166,1507,-78.3115,246.4481,1644.713989,AS,yes,no,346.0
18505,37238,1544,0.00199931,0.0419811,1507,-78.3187,246.4384,1642.766479,AS,yes,no,346.0
18506,37238,1546,0.00116501,0.034524,1507,-78.3259,246.4287,1640.315063,AS,yes,no,346.0
18507,37238,1547,0.00102328,0.0330318,1508,-78.3344,246.4174,1638.564087,AS,yes,no,346.0
18508,37238,1546,0.000408421,0.0368626,1508,-78.3416,246.4077,1637.974487,AS,yes,no,346.0
18509,37238,1548,0.000265341,0.0896743,1508,-78.3488,246.398,1636.451416,AS,yes,no,346.0
18510,37238,1548,0.00118479,0.0499144,1508,-78.3561,246.3883,1636.619629,AS,yes,no,346.0
18511,37238,1549,0.000826784,0.0421381,1508,-78.3645,246.377,1636.935059,AS,yes,no,346.0
18512,37238,1550,0.00101782,0.188798,1507,-78.3717,246.3673,1636.827393,AS,yes,no,346.0
18513,37238,1552,0.00101653,0.199397,1506,-78.379,246.3576,1637.177979,AS,yes,no,346.0
18514,37238,1550,0.000544964,0.0538947,1505,-78.3862,246.3479,1640.773438,AS,yes,no,346.0
18515,37238,1552,0.000232323,0.0143331,1504,-78.3946,246.3365,1646.964111,AS,yes,no,346.0
18516,37238,1550,0.000631479,0.00981001,1504,-78.4019,246.3268,1651.117676,AS,yes,no,346.0
18517,37238,1552,0.000918095,0.0176021,1504,-78.4091,246.3171,1653.645874,AS,yes,no,346.0
18518,37238,1549,0.000477469,0.022995,1503,-78.4164,246.3074,1657.915894,AS,yes,no,346.0
18519,37238,1547,0.0004365,0.0263603,1503,-78.4248,246.2961,1662.030762,AS,yes,no,346.0
18520,37238,1548,0.000950857,0.0257189,1503,-78.432,246.2864,1660.670898,AS,yes,no,346.0
18521,37238,1550,0.000634236,0.0273794,1503,-78.4393,246.2767,1658.5979,AS,yes,no,346.0
18522,37238,1547,0.00133311,0.0243866,1504,-78.4477,246.2654,1657.036499,AS,yes,no,346.0
18523,37238,1545,0.000796832,0.0220051,1504,-78.4549,246.2557,1656.658325,AS,yes,no,346.0
18524,37238,1547,0.000452925,0.0365399,1504,-78.4622,246.246,1656.19519,AS,yes,no,346.0
18525,37238,1545,0.000754769,0.0385492,1504,-78.4694,246.2363,1655.80127,AS,yes,no,346.0
18526,37238,1544,0.0011054,0.0178227,1504,-78.4778,246.225,1654.160034,AS,yes,no,346.0
18527,37238,1546,0.000315478,0.0159478,1503,-78.4851,246.2153,1654.251587,AS,yes,no,346.0
18528,37238,1548,0.000672047,0.0195137,1503,-78.4923,246.2056,1654.571533,AS,yes,no,346.0
18529,37238,1548,0.000605905,0.0255735,1504,-78.4995,246.1959,1654.891479,AS,yes,no,346.0
18530,37238,1545,0.00125786,0.0255621,1504,-78.508,246.1846,1654.863892,AS,yes,no,346.0
18531,37238,1544,0.000353348,0.0646703,1504,-78.5152,246.1749,1655.183228,AS,yes,no,346.0
18532,37238,1543,0.00131591,0.0774952,1504,-78.5225,246.1652,1657.163696,AS,yes,no,346.0
18533,37238,1542,0.00151989,0.0639543,1504,-78.5297,246.1555,1658.085205,AS,yes,no,346.0
18534,37238,1540,0.00106547,0.0681014,1503,-78.5381,246.1441,1660.062378,AS,yes,no,346.0
18535,37238,1542,0.000913172,0.0586523,1503,-78.5454,246.1344,1662.282837,AS,yes,no,346.0
18536,37238,1543,0.00206937,0.0432246,1503,-78.5526,246.1247,1665.032837,AS,yes,no,346.0
18537,37238,1544,0.000513911,0.0427646,1503,-78.5598,246.115,1666.875977,AS,yes,no,346.0
18538,37238,1541,0.00045991,0.0334213,1503,-78.5683,246.1037,1667.002319,AS,yes,no,346.0
18539,37238,1543,0.000572349,0.0245329,1503,-78.5755,246.094,1667.0,AS,yes,no,346.0
18540,37238,1541,0.00153486,0.0621985,1503,-78.5827,246.0843,1667.395752,AS,yes,no,346.0
18541,37238,1542,0.000689042,0.139719,1503,-78.59,246.0746,1667.196533,AS,yes,no,346.0
18542,37238,1544,0.00073224,0.121419,1503,-78.5984,246.0633,1667.0,AS,yes,no,346.0
18543,37238,1543,0.000252891,0.0944567,1503,-78.6056,246.0536,1666.674683,AS,yes,no,346.0
18544,37238,1542,0.00037915,0.0348617,1503,-78.6129,246.0439,1666.0,AS,yes,no,346.0
18545,37238,1544,0.000551728,0.0129888,1503,-78.6213,246.0326,1665.187622,AS,yes,no,346.0
18546,37238,1545,0.000715514,0.0156077,1503,-78.6285,246.0229,1665.254761,AS,yes,no,346.0
18547,37238,1546,0.000651689,0.0380674,1503,-78.6358,246.0132,1666.0,AS,yes,no,346.0
18548,37238,1547,0.00105199,0.0491626,1503,-78.643,246.0035,1666.433472,AS,yes,no,346.0
18549,37238,1548,0.000426945,0.0414494,1503,-78.6515,245.9921,1666.542236,AS,yes,no,346.0
18550,37238,1546,0.00275708,0.0473888,1504,-78.6587,245.9824,1666.158203,AS,yes,no,346.0
18551,37238,1545,0.0018269,0.0529804,1504,-78.6659,245.9727,1664.80127,AS,yes,no,346.0
18552,37238,1543,0.000462548,0.0735375,1504,-78.6732,245.963,1662.625244,AS,yes,no,346.0
18553,37238,1545,0.000543792,0.081847,1504,-78.6816,245.9517,1661.471924,AS,yes,no,346.0
18554,37238,1542,0.000582601,0.0406496,1504,-78.6888,245.942,1660.100708,AS,yes,no,346.0
18555,37238,1543,0.000435132,0.0303815,1504,-78.6961,245.9323,1659.0,AS,yes,no,346.0
18556,37238,1543,0.000675944,0.0190702,1504,-78.7033,245.9226,1659.370117,AS,yes,no,346.0
18557,37238,1543,0.000826794,0.0229813,1504,-78.7117,245.9113,1660.714722,AS,yes,no,346.0
18558,37238,1544,0.00104178,0.0218033,1504,-78.719,245.9016,1661.0,AS,yes,no,346.0
18559,37238,1546,0.000628597,0.0338529,1504,-78.7262,245.8919,1661.746216,AS,yes,no,346.0
18560,37238,1548,0.00199246,0.0249178,1504,-78.7334,245.8822,1660.72522,AS,yes,no,346.0
18561,37238,1549,0.00181542,0.023237,1504,-78.7419,245.8709,1659.507446,AS,yes,no,346.0
18562,37238,1549,0.00138216,0.0282223,1504,-78.7491,245.8612,1657.824097,AS,yes,no,346.0
18563,37238,1546,0.000432751,0.0429656,1505,-78.7564,245.8515,1656.897827,AS,yes,no,346.0
18564,37238,1547,0.00105594,0.0951594,1505,-78.7648,245.8402,1655.936157,AS,yes,no,346.0
18565,37238,1549,0.000683683,0.136292,1505,-78.772,245.8305,1656.08728,AS,yes,no,346.0
18566,37238,1551,0.00148916,0.0384062,1504,-78.7793,245.8208,1657.033325,AS,yes,no,346.0
18567,37238,1550,0.000605837,0.033706,1504,-78.7865,245.8111,1657.954956,AS,yes,no,346.0
18568,37238,1550,0.000769996,0.0428503,1504,-78.7949,245.7997,1660.030151,AS,yes,no,346.0
18569,37238,1552,0.000553932,0.0529912,1504,-78.8022,245.79,1660.065308,AS,yes,no,346.0
18570,37238,1553,0.00136633,0.052182,1504,-78.8094,245.7803,1661.034912,AS,yes,no,346.0
18571,37238,1551,0.00106547,0.0282967,1503,-78.8166,245.7706,1661.0,AS,yes,no,346.0
18572,37238,1549,0.00131946,0.0238602,1502,-78.8251,245.7593,1663.790771,AS,yes,no,346.0
18573,37238,1551,0.00095978,0.0174112,1502,-78.8323,245.7496,1666.494873,AS,yes,no,346.0
18574,37238,1551,0.000939899,0.0366955,1503,-78.8395,245.7394,1667.880371,AS,yes,no,346.0
18575,37238,1550,0.00193643,0.0290677,1503,-78.8467,245.7288,1668.305298,AS,yes,no,346.0
18576,37238,1550,0.00170547,0.0202068,1503,-78.8552,245.7165,1667.228027,AS,yes,no,346.0
18577,37238,1549,0.00315565,0.0302392,1504,-78.8624,245.7059,1664.876221,AS,yes,no,346.0
18578,37238,1547,0.00312986,0.0282981,1504,-78.8696,245.6953,1661.820679,AS,yes,no,346.0
18579,37238,1546,0.000818172,0.0600263,1504,-78.8768,245.6847,1659.460693,AS,yes,no,346.0
18580,37238,1548,0.0026461,0.0607077,1504,-78.8852,245.6723,1659.053833,AS,yes,yes,346.0
18581,37238,1549,0.00151089,0.0492325,1504,-78.8924,245.6617,1659.487427,AS,yes,yes,346.0
18582,37238,1547,0.00313611,0.0408126,1504,-78.8996,245.6511,1660.048584,AS,yes,yes,346.0
18583,37238,1546,0.00126907,0.0382386,1504,-78.908,245.6388,1658.692139,AS,yes,yes,346.0
18584,37238,1547,0.00162778,0.0250109,1504,-78.9153,245.6282,1657.893311,AS,yes,yes,346.0
18585,37238,1547,0.000372308,0.0363538,1504,-78.9225,245.6176,1657.274902,AS,yes,yes,346.0
18586,37238,1545,0.00123973,0.0381227,1504,-78.9297,245.607,1656.349976,AS,yes,yes,346.0
18587,37238,1547,0.000669583,0.0799278,1505,-78.9381,245.5946,1656.048706,AS,yes,yes,346.0
18588,37238,1549,0.00141968,0.0850738,1505,-78.9453,245.584,1655.719116,AS,yes,yes,346.0
18589,37238,1547,0.00232572,0.0260991,1504,-78.9525,245.5734,1655.0,AS,yes,yes,346.0
18590,37238,1547,0.000883021,0.0209954,1504,-78.9597,245.5628,1655.142212,AS,yes,yes,346.0
18591,37238,1546,0.00107032,0.00969946,1503,-78.9681,245.5505,1657.542114,AS,yes,yes,346.0
18592,37238,1547,0.000198514,0.00891894,1507,-78.9754,245.5399,1661.133667,AS,yes,yes,346.0
18593,37238,1546,0.0003223,0.0355803,1504,-78.9826,245.5293,1661.944824,AS,yes,yes,346.0
18594,37238,1548,0.000294952,0.0651492,1505,-78.9898,245.5187,1661.004883,AS,yes,yes,346.0
18595,37238,1550,0.000915744,0.00784478,1506,-78.9982,245.5063,1656.80481,AS,yes,yes,346.0
18596,37238,1552,0.00111744,0.0138822,1505,-79.0054,245.4957,1652.886719,AS,yes,yes,346.0
18597,37238,1551,0.00146103,0.0534176,1506,-79.0126,245.4851,1652.2229,AS,yes,yes,346.0
18598,37238,1553,0.00215624,0.0769483,1506,-79.0198,245.4746,1650.644165,AS,yes,yes,346.0
18599,37238,1554,0.00138504,0.0220264,1505,-79.0283,245.4622,1650.095337,AS,yes,yes,346.0
18600,37238,1552,0.00113317,0.0370141,1506,-79.0355,245.4516,1651.139893,AS,yes,yes,346.0
18601,37238,1554,0.00127829,0.0109808,1505,-79.0427,245.441,1652.011475,AS,yes,yes,346.0
18602,37238,1556,0.0018091,0.047196,1505,-79.0511,245.4286,1652.0,AS,yes,yes,346.0
18603,37238,1553,0.000817823,0.0323047,1505,-79.0583,245.418,1652.0,AS,yes,yes,346.0
18604,37238,1552,0.000639841,0.170971,1505,-79.0655,245.4074,1652.678589,AS,yes,yes,346.0
18605,37238,1549,0.00042386,0.125833,1505,-79.0727,245.3969,1653.744873,AS,yes,yes,346.0
18606,37238,1547,0.00124728,0.0208212,1504,-79.0811,245.3845,1654.662964,AS,yes,yes,346.0
18607,37238,1548,0.000970025,0.0422193,1504,-79.0884,245.3739,1656.597778,AS,yes,yes,346.0
18608,37238,1549,0.000885947,0.0250689,1504,-79.0956,245.3633,1658.037842,AS,yes,yes,346.0
18609,37238,1550,0.000418239,0.148241,1504,-79.1028,245.3527,1659.457397,AS,yes,yes,346.0
18610,37238,1552,0.000658668,0.0917037,1504,-79.1112,245.3403,1661.515625,AS,yes,yes,346.0
18611,37238,1549,0.00103631,0.040316,1503,-79.1184,245.3298,1662.0,AS,yes,yes,346.0
18612,37238,1550,0.00281034,0.0406579,1502,-79.1256,245.3192,1662.475952,AS,yes,yes,346.0
18613,37238,1550,0.00121652,0.0211162,1503,-79.1328,245.3086,1664.930054,AS,yes,yes,346.0
18614,37238,1551,0.000351355,0.0251411,1502,-79.1412,245.2962,1666.970581,AS,yes,yes,346.0
18615,37238,1552,0.00219371,0.0178674,1501,-79.1485,245.2856,1668.869873,AS,yes,yes,346.0
18616,37238,1551,0.00310206,0.016381,1501,-79.1557,245.275,1672.61853,AS,yes,yes,346.0
18617,37238,1551,0.00120564,0.0520374,1501,-79.1629,245.2644,1674.970825,AS,yes,yes,346.0
18618,37238,1552,0.00095121,0.0504593,1501,-79.1713,245.2521,1677.416626,AS,yes,yes,346.0
18619,37238,1550,0.00063794,0.0535344,1500,-79.1785,245.2415,1678.259766,AS,yes,yes,346.0
18620,37238,1551,0.00134748,0.0511191,1500,-79.1857,245.2309,1680.08374,AS,yes,yes,346.0
18621,37238,1552,0.00154901,0.0640628,1500,-79.1929,245.2203,1681.919434,AS,yes,yes,346.0
18622,37238,1551,0.00104295,0.0846895,1500,-79.2013,245.2079,1682.068848,AS,yes,yes,346.0
18623,37238,1550,0.000870983,0.0560678,1499,-79.2086,245.1973,1682.982544,AS,yes,yes,346.0
18624,37238,1551,0.0017392,0.0778877,1499,-79.2158,245.1867,1683.904175,AS,yes,yes,346.0
18625,37238,1551,0.00176867,0.0939021,1499,-79.2242,245.1744,1685.95874,AS,yes,yes,346.0
18626,37238,1550,0.00314283,0.0854923,1499,-79.2314,245.1638,1687.823364,AS,yes,yes,346.0
18627,37238,1551,0.00210427,0.0906624,1498,-79.2386,245.1532,1688.82251,AS,yes,yes,346.0
18628,37238,1550,0.00299063,0.0652174,1498,-79.2458,245.1426,1689.744141,AS,yes,yes,346.0
18629,37238,1550,0.00356245,0.0677879,1498,-79.2542,245.1302,1690.30127,AS,yes,yes,346.0
18630,37238,1550,0.00254133,0.0627967,1498,-79.2614,245.1196,1691.481689,AS,yes,yes,346.0
18631,37238,1551,0.00286086,0.061006,1498,-79.2687,245.109,1693.350464,AS,yes,yes,346.0
18632,37238,1549,0.0027857,0.0750098,1497,-79.2759,245.0984,1694.245728,AS,yes,yes,346.0
18633,37238,1560,0.00115001,0.181827,1491,-79.6894,244.4422,1731.723755,AS,yes,yes,346.0
18634,37238,1561,0.00108434,0.0989733,1490,-79.6966,244.4306,1732.926392,AS,yes,yes,346.0
18635,37238,1560,0.00185171,0.0543202,1490,-79.7038,244.419,1734.733643,AS,yes,yes,346.0
18636,37238,1562,0.00154149,0.0511011,1489,-79.7122,244.4054,1735.884033,AS,yes,yes,346.0
18637,37238,1564,0.000938005,0.0472349,1489,-79.7193,244.3938,1737.973389,AS,yes,yes,346.0
18638,37238,1564,0.000587391,0.0638258,1489,-79.7265,244.3821,1740.073975,AS,yes,yes,346.0
18639,37238,1561,0.00157169,0.134754,1489,-79.7337,244.3705,1740.583374,AS,yes,yes,346.0
18640,37238,1559,0.00154935,0.0863571,1489,-79.7421,244.357,1742.538208,AS,yes,yes,346.0
18641,37238,1561,0.000768365,0.0624651,1489,-79.7493,244.3453,1743.207764,AS,yes,yes,346.0
18642,37238,1562,0.00111519,0.0443892,1488,-79.7565,244.3337,1743.639771,AS,yes,yes,346.0
18643,37238,1564,0.00104999,0.0567299,1488,-79.7637,244.3221,1745.035522,AS,yes,yes,346.0
18644,37238,1561,0.000692616,0.126924,1488,-79.772,244.3085,1746.096191,AS,yes,yes,346.0
18645,37238,1563,0.00103946,0.0542463,1488,-79.7792,244.2969,1748.017822,AS,yes,yes,346.0
18646,37238,1565,0.000508034,0.0602437,1488,-79.7864,244.2853,1748.939453,AS,yes,yes,346.0
18647,37238,1565,0.000512124,0.0385975,1488,-79.7936,244.2736,1749.999023,AS,yes,yes,346.0
18648,37238,1563,0.000691328,0.0703202,1487,-79.802,244.2601,1751.831665,AS,yes,yes,346.0
18649,37238,1565,0.00140046,0.0567359,1487,-79.8092,244.2485,1752.857788,AS,yes,yes,346.0
18650,37238,1564,0.000900326,0.0579116,1487,-79.8164,244.2368,1753.486328,AS,yes,yes,346.0
18651,37238,1566,0.000967006,0.0498706,1486,-79.8248,244.2233,1754.767334,AS,yes,yes,346.0
18652,37238,1568,0.00127062,0.0501738,1486,-79.8319,244.2116,1755.312622,AS,yes,yes,346.0
18653,37238,1570,0.00234582,0.108592,1486,-79.8391,244.2,1757.552734,AS,yes,yes,346.0
18654,37238,1571,0.000706745,0.0998792,1486,-79.8463,244.1884,1758.606445,AS,yes,yes,346.0
18655,37238,1573,0.0005918,0.0594345,1486,-79.8547,244.1748,1760.363159,AS,yes,yes,346.0
18656,37238,1575,0.00113734,0.0110323,1485,-79.8619,244.1632,1762.09082,AS,yes,yes,346.0
18657,37238,1573,0.000500939,0.0273081,1486,-79.8691,244.1516,1764.167114,AS,yes,yes,346.0
18658,37238,1571,0.000508945,0.0456835,1485,-79.8763,244.14,1764.515503,AS,yes,yes,346.0
18659,37238,1570,0.000396997,0.0708974,1485,-79.8846,244.1264,1763.507935,AS,yes,yes,346.0
18660,37238,1571,0.000592939,0.13257,1485,-79.8918,244.1138,1764.376587,AS,yes,yes,346.0
18661,37238,1573,0.000514446,0.0120965,1487,-79.899,244.101,1766.440796,AS,yes,yes,346.0
18662,37238,1570,0.00048621,0.0415315,1484,-79.9061,244.0881,1768.235596,AS,yes,yes,346.0
18663,37238,1572,0.000430148,0.0603868,1484,-79.9145,244.0732,1768.461304,AS,yes,yes,346.0
18664,37238,1571,0.000246605,0.0370073,1484,-79.9216,244.0604,1768.660522,AS,yes,yes,346.0
18665,37238,1573,0.000327473,0.0515673,1484,-79.9288,244.0476,1770.16626,AS,yes,yes,346.0
18666,37238,1572,0.0004481,0.020456,1484,-79.9359,244.0347,1771.833496,AS,yes,yes,346.0
18667,37238,1574,0.00103835,0.0196847,1484,-79.9443,244.0198,1773.097046,AS,yes,yes,346.0
18668,37238,1576,0.00026179,0.0117914,1483,-79.9514,244.007,1773.32666,AS,yes,yes,346.0
